Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Semaphore_Mean,Nq_Semaphore_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
VT,0.80,13,647.57,644.47,2.381,19334,19334,0,100.0,644.47,63.30,85.32,0.88,26,0.99,113.6,162,133.0,133,28,215,7.68,3.60,80.00
VT,0.95,18,768.98,768.60,2.746,23058,23058,0,100.0,768.60,83.18,142.32,14.73,69,16.46,112.0,158,133.0,133,34,246,7.24,3.47,71.00
VT,0.65,18,526.15,527.60,2.255,15828,15828,0,100.0,527.60,62.70,77.41,0.08,5,0.49,107.0,161,133.0,133,21,155,7.38,3.57,62.00
VT,0.65,5,526.15,526.40,2.256,15792,15792,0,100.0,526.40,62.78,77.18,0.02,3,0.53,111.9,163,133.0,133,21,175,8.33,3.63,51.00
VT,0.70,2,566.62,562.80,2.311,16884,16884,0,100.0,562.80,62.74,78.01,0.03,2,0.55,114.9,158,133.0,133,23,183,7.96,3.47,29.00
VT,1.05,12,849.93,850.70,3.102,25521,25521,0,100.0,850.70,2262.65,3351.32,1731.33,2624,1872.29,119.0,163,133.0,133,44,314,7.14,3.63,136.00
VT,0.30,18,242.84,239.73,1.639,7192,7192,0,100.0,239.73,63.52,71.14,0.00,0,0.42,114.8,168,133.0,133,10,42,4.20,3.80,66.00
PT,0.65,3,526.15,525.20,1.946,15756,15756,0,100.0,525.20,62.26,99.67,0.34,47,0.26,124.0,176,169.1,219,19,134,7.05,4.07,42.00
PT,0.95,2,768.98,773.27,2.482,23198,23198,0,100.0,773.27,110.56,281.61,39.05,185,37.73,127.0,176,225.1,360,29,200,6.90,4.07,57.00
VT,0.30,17,242.84,242.67,1.610,7280,7280,0,100.0,242.67,62.50,68.72,0.00,0,0.18,116.1,174,133.0,133,8,41,5.13,4.00,92.00
VT,0.85,12,688.04,691.17,2.550,20735,20735,0,100.0,691.17,65.86,115.29,2.83,36,2.82,117.6,173,133.0,133,25,149,5.96,4.00,76.00
PT,0.80,2,647.57,644.27,2.228,19328,19328,0,100.0,644.27,72.47,217.62,6.32,108,6.89,123.2,176,188.9,309,24,184,7.67,4.07,48.00
PT,0.95,6,768.98,769.30,2.382,23079,23079,0,100.0,769.30,156.18,292.96,71.54,184,72.63,114.8,169,261.5,370,29,193,6.66,3.83,70.00
PT,0.30,11,242.84,240.30,1.477,7209,7209,0,100.0,240.30,60.50,70.48,0.00,0,0.00,111.5,172,147.9,154,8,37,4.63,3.93,96.00
VT,0.70,3,566.62,562.87,2.256,16886,16886,0,100.0,562.87,61.95,77.86,0.01,1,0.10,115.5,171,133.0,133,20,162,8.10,3.93,79.00
PT,0.80,19,647.57,645.97,2.017,19379,19379,0,100.0,645.97,62.86,93.82,1.06,22,0.71,117.9,173,175.6,205,23,158,6.87,3.97,122.00
VT,0.80,10,647.57,652.20,2.437,19566,19566,0,100.0,652.20,63.87,82.47,0.40,12,1.37,118.0,171,133.0,133,24,196,8.17,3.90,49.00
VT,0.50,11,404.73,396.47,2.012,11894,11894,0,100.0,396.47,62.62,74.31,0.00,0,0.34,114.9,171,133.0,133,14,110,7.86,3.90,61.00
PT,0.30,3,242.84,244.67,1.528,7340,7340,0,100.0,244.67,61.66,70.81,0.00,0,0.00,114.9,169,147.2,156,9,42,4.67,3.83,18.00
VT,0.85,1,688.04,690.17,2.421,20705,20705,0,100.0,690.17,63.09,85.25,1.59,18,0.91,121.5,177,133.0,133,25,161,6.44,4.13,56.00
VT,0.60,14,485.67,484.17,2.202,14525,14525,0,100.0,484.17,62.70,73.76,0.01,1,0.45,112.1,169,133.0,133,17,119,7.00,3.83,85.00
VT,0.95,2,768.98,777.97,2.788,23339,23339,0,100.0,777.97,90.03,184.13,21.34,100,21.99,117.6,170,133.0,133,29,237,8.17,3.87,109.00
PT,0.85,17,688.04,683.90,2.119,20517,20517,0,100.0,683.90,65.24,98.37,1.93,23,2.38,124.3,173,183.4,206,25,200,8.00,3.97,81.00
PT,0.60,9,485.67,486.23,1.841,14587,14587,0,100.0,486.23,61.23,76.38,0.01,1,0.00,124.2,174,164.8,181,17,118,6.94,4.00,115.00
VT,0.60,13,485.67,484.37,2.106,14531,14531,0,100.0,484.37,61.82,74.14,0.00,0,0.02,116.6,172,133.0,133,17,118,6.94,3.93,102.00
PT,0.85,12,688.04,693.47,2.112,20804,20804,0,100.0,693.47,64.22,100.93,2.07,25,1.70,125.5,174,177.3,197,25,158,6.32,4.00,109.00
PT,0.85,4,688.04,692.40,2.048,20772,20772,0,100.0,692.40,70.62,198.91,6.70,126,6.13,123.3,168,185.8,332,26,175,6.73,3.80,32.00
PT,0.85,10,688.04,690.57,2.191,20717,20717,0,100.0,690.57,72.83,195.80,8.03,116,7.64,122.7,170,188.6,320,25,156,6.24,3.87,110.00
VT,0.80,4,647.57,645.77,2.481,19373,19373,0,100.0,645.77,63.98,88.65,0.60,15,1.43,119.1,167,133.6,135,25,219,8.76,3.77,30.00
PT,0.80,8,647.57,648.13,2.010,19444,19444,0,100.0,648.13,63.24,94.94,0.92,18,0.95,119.5,167,175.6,193,25,215,8.60,3.77,35.00
PT,0.95,20,768.98,758.63,2.173,22759,22759,0,100.0,758.63,89.12,163.11,18.26,75,20.75,121.3,168,204.4,252,33,236,7.15,3.80,12.00
PT,0.30,2,242.84,245.60,1.493,7368,7368,0,100.0,245.60,61.05,70.12,0.00,0,0.00,114.6,167,148.2,154,9,45,5.00,3.77,34.00
PT,0.85,9,688.04,689.30,2.156,20679,20679,0,100.0,689.30,66.28,106.29,3.08,35,3.11,113.0,168,185.5,218,26,211,8.12,3.83,82.00
VT,0.60,19,485.67,481.50,2.210,14445,14445,0,100.0,481.50,62.74,74.50,0.01,1,0.47,109.5,171,133.0,133,18,127,7.06,3.90,49.00
VT,0.70,16,566.62,569.27,2.201,17078,17078,0,100.0,569.27,61.91,79.91,0.07,6,0.08,114.4,167,133.0,133,21,183,8.71,3.77,87.00
VT,0.80,12,647.57,635.93,2.439,19078,19078,0,100.0,635.93,63.77,83.84,0.51,11,1.27,112.8,165,133.0,133,27,206,7.63,3.70,14.00
VT,0.60,17,485.67,480.63,2.036,14419,14419,0,100.0,480.63,61.01,74.34,0.00,0,0.00,115.5,164,133.0,133,18,136,7.56,3.67,53.00
PT,0.30,12,242.84,242.60,1.466,7278,7278,0,100.0,242.60,60.91,69.33,0.00,0,0.00,114.1,170,147.9,155,9,42,4.67,3.87,46.00
VT,1.05,2,849.93,846.73,2.953,25402,25402,0,100.0,846.73,1883.47,2872.51,1438.71,2239,1542.50,116.9,167,133.0,133,40,295,7.38,3.80,97.00
VT,0.80,16,647.57,649.50,2.370,19485,19485,0,100.0,649.50,63.43,84.31,0.56,13,1.08,120.0,189,133.0,134,20,166,8.30,4.50,91.00
PT,0.70,5,566.62,564.87,1.956,16946,16946,0,100.0,564.87,62.24,79.00,0.20,6,0.26,114.9,167,171.7,190,22,139,6.32,3.77,110.00
PT,1.05,15,849.93,843.27,2.077,25298,25298,0,100.0,843.27,1708.84,2789.58,1297.29,2112,1388.92,119.1,174,1493.3,2287,32,259,8.09,4.00,59.00
VT,0.30,12,242.84,243.70,1.637,7311,7311,0,100.0,243.70,63.72,69.74,0.00,0,0.48,115.7,171,133.0,133,8,47,5.88,3.90,90.00
VT,0.75,5,607.09,608.73,2.287,18262,18262,0,100.0,608.73,62.34,81.09,0.07,6,0.35,122.6,172,133.0,133,22,171,7.77,3.97,43.00
PT,0.80,1,647.57,650.00,2.034,19500,19500,0,100.0,650.00,63.58,94.17,0.88,21,1.18,117.8,175,177.5,204,24,161,6.71,4.03,40.00
VT,0.70,8,566.62,562.70,2.319,16881,16881,0,100.0,562.70,62.87,78.92,0.01,1,0.62,119.5,173,133.0,133,20,152,7.60,3.97,95.00
VT,0.80,8,647.57,646.33,2.443,19390,19390,0,100.0,646.33,63.45,82.31,0.48,12,1.09,115.5,174,133.0,133,23,202,8.78,4.00,113.00
PT,0.75,11,607.09,610.60,2.041,18318,18318,0,100.0,610.60,63.01,90.21,0.69,20,0.76,117.7,175,173.0,193,22,177,8.05,4.03,67.00
PT,0.75,17,607.09,599.23,2.002,17977,17977,0,100.0,599.23,62.54,82.00,0.31,19,0.46,120.0,173,173.1,193,22,175,7.95,3.97,20.00
PT,0.85,16,688.04,688.00,2.114,20640,20640,0,100.0,688.00,65.90,101.68,1.75,19,2.84,114.8,164,179.1,200,25,197,7.88,3.67,74.00
VT,0.50,7,404.73,396.80,1.889,11904,11904,0,100.0,396.80,61.30,72.65,0.00,0,0.00,115.4,171,133.0,133,14,107,7.64,3.90,56.00
PT,0.65,15,526.15,525.90,1.985,15777,15777,0,100.0,525.90,61.55,78.13,0.00,0,0.00,111.1,146,165.0,178,19,133,7.00,3.10,60.00
PT,0.95,14,768.98,768.77,2.235,23063,23063,0,100.0,768.77,91.62,172.97,23.47,90,22.95,122.8,173,209.6,272,29,180,6.21,3.97,118.00
PT,0.50,19,404.73,406.87,1.768,12206,12206,0,100.0,406.87,60.91,74.92,0.00,0,0.00,122.1,175,156.9,165,14,89,6.36,4.03,107.00
PT,0.65,16,526.15,529.80,1.918,15894,15894,0,100.0,529.80,61.45,77.82,0.14,10,0.00,104.5,142,164.6,180,19,145,7.63,2.97,56.00
PT,0.60,5,485.67,481.97,1.874,14459,14459,0,100.0,481.97,61.71,76.90,0.00,0,0.00,118.1,176,164.1,182,17,118,6.94,4.07,85.00
VT,0.60,3,485.67,485.27,2.091,14558,14558,0,100.0,485.27,61.51,74.67,0.00,0,0.00,116.5,172,133.0,133,17,123,7.24,3.93,83.00
VT,0.65,1,526.15,524.77,2.226,15743,15743,0,100.0,524.77,62.46,76.87,0.00,0,0.36,119.9,176,133.0,133,19,166,8.74,4.07,32.00
PT,0.75,20,607.09,605.00,1.985,18150,18150,0,100.0,605.00,62.41,84.81,0.29,20,0.39,118.8,175,173.8,203,22,151,6.86,4.03,49.00
VT,0.85,20,688.04,680.50,2.477,20415,20415,0,100.0,680.50,65.03,87.59,1.29,18,2.22,115.3,165,133.0,133,25,200,8.00,3.70,94.00
VT,1.05,18,849.93,845.60,2.970,25368,25368,0,100.0,845.60,1773.16,2848.40,1346.44,2245,1447.15,124.6,172,133.0,133,31,263,8.48,3.93,114.00
PT,0.70,16,566.62,558.87,2.069,16766,16766,0,100.0,558.87,62.98,108.40,0.76,57,0.68,113.0,179,171.5,213,22,128,5.82,4.17,24.00
PT,0.70,19,566.62,567.37,1.915,17021,17021,0,100.0,567.37,61.89,78.14,0.09,3,0.07,115.0,171,171.2,187,20,142,7.10,3.90,105.00
VT,0.65,4,526.15,529.47,2.190,15884,15884,0,100.0,529.47,61.71,77.07,0.01,2,0.00,130.4,171,133.0,133,19,152,8.00,3.90,42.00
VT,0.50,8,404.73,405.37,2.079,12161,12161,0,100.0,405.37,63.55,72.42,0.00,0,0.72,118.7,171,133.0,133,14,112,8.00,3.90,73.00
VT,0.30,6,242.84,239.13,1.614,7174,7174,0,100.0,239.13,63.78,68.73,0.00,0,0.48,116.5,174,133.0,133,8,41,5.13,4.00,78.00
PT,0.95,13,768.98,763.57,2.174,22907,22907,0,100.0,763.57,77.59,131.44,12.20,64,12.08,118.8,172,195.2,235,29,186,6.41,3.97,34.00
VT,0.65,17,526.15,524.40,2.283,15732,15732,0,100.0,524.40,63.22,77.07,0.00,0,0.76,127.7,174,133.0,133,19,149,7.84,4.00,27.00
PT,0.70,3,566.62,571.00,1.943,17130,17130,0,100.0,571.00,62.72,82.39,0.14,6,0.54,119.0,172,171.3,184,21,180,8.57,3.93,37.00
PT,0.50,8,404.73,399.13,1.783,11974,11974,0,100.0,399.13,61.42,74.79,0.00,0,0.00,121.1,176,157.1,169,14,118,8.43,4.07,71.00
PT,0.70,12,566.62,557.20,1.980,16716,16716,0,100.0,557.20,61.59,78.29,0.09,6,0.00,120.8,171,168.4,178,20,135,6.75,3.90,107.00
VT,0.85,4,688.04,691.43,2.367,20743,20743,0,100.0,691.43,64.04,89.09,1.31,33,1.57,123.9,175,134.2,135,25,214,8.56,4.03,112.00
VT,0.30,1,242.84,246.70,1.588,7401,7401,0,100.0,246.70,63.00,69.26,0.00,0,0.30,114.7,175,133.0,133,8,49,6.13,4.03,97.00
PT,0.80,17,647.57,652.27,2.047,19568,19568,0,100.0,652.27,63.57,92.69,0.65,11,1.18,111.6,165,178.4,206,23,165,7.17,3.73,124.00
PT,0.60,20,485.67,486.63,1.880,14599,14599,0,100.0,486.63,61.35,75.86,0.00,0,0.00,116.0,172,164.8,180,17,126,7.41,3.93,105.00
PT,0.50,14,404.73,403.50,1.748,12105,12105,0,100.0,403.50,61.19,74.89,0.00,0,0.00,112.4,171,159.4,170,14,94,6.71,3.90,109.00
VT,0.85,16,688.04,684.37,2.462,20531,20531,0,100.0,684.37,65.67,94.19,1.49,21,2.67,112.3,163,133.0,133,25,231,9.24,3.63,65.00
PT,0.95,17,768.98,769.87,2.288,23096,23096,0,100.0,769.87,98.14,191.92,27.29,96,28.00,122.5,174,212.3,278,29,245,8.45,4.00,80.00
PT,0.60,1,485.67,486.13,1.806,14584,14584,0,100.0,486.13,61.31,76.49,0.00,0,0.00,120.8,176,164.8,183,17,138,8.12,4.07,85.00
PT,1.05,18,849.93,843.63,2.111,25309,25309,0,100.0,843.63,2080.63,3368.23,1572.24,2518,1703.18,128.8,202,1769.4,2668,29,273,9.41,4.93,147.00
VT,0.80,3,647.57,656.73,2.378,19702,19702,0,100.0,656.73,63.58,84.63,0.67,18,1.19,123.1,181,133.0,133,25,228,9.12,4.23,66.00
PT,0.70,10,566.62,569.50,1.948,17085,17085,0,100.0,569.50,62.58,80.07,0.09,5,0.46,122.6,175,171.6,198,21,166,7.90,4.03,21.00
VT,0.95,11,768.98,769.60,2.644,23088,23088,0,100.0,769.60,77.75,120.28,11.67,53,12.30,121.4,175,133.0,133,29,260,8.97,4.03,73.00
VT,0.70,15,566.62,567.00,2.164,17010,17010,0,100.0,567.00,61.27,78.18,0.05,6,0.00,126.1,175,133.0,133,20,176,8.80,4.03,111.00
PT,0.95,4,768.98,763.83,2.285,22915,22915,0,100.0,763.83,93.65,177.69,24.34,92,24.35,121.2,175,211.0,255,29,254,8.76,4.03,30.00
PT,0.85,6,688.04,691.20,2.087,20736,20736,0,100.0,691.20,65.14,100.54,2.48,26,2.33,119.6,173,181.4,198,26,196,7.54,3.97,80.00
VT,0.65,12,526.15,524.40,2.202,15732,15732,0,100.0,524.40,61.91,75.41,0.00,0,0.08,104.7,176,133.6,134,19,163,8.58,4.07,49.00
PT,0.30,15,242.84,239.37,1.452,7181,7181,0,100.0,239.37,60.62,69.82,0.00,0,0.00,119.7,176,148.9,156,8,46,5.75,4.07,108.00
PT,0.85,20,688.04,676.47,2.076,20294,20294,0,100.0,676.47,65.32,100.94,1.96,31,2.40,118.6,177,181.1,214,25,192,7.68,4.13,30.00
PT,0.30,17,242.84,237.80,1.486,7134,7134,0,100.0,237.80,60.92,69.87,0.00,0,0.00,114.7,173,147.6,156,8,55,6.88,3.97,88.00
VT,0.30,8,242.84,243.60,1.570,7308,7308,0,100.0,243.60,62.57,68.99,0.00,0,0.19,113.2,166,133.0,133,8,51,6.38,3.77,91.00
VT,0.85,11,688.04,689.57,2.403,20687,20687,0,100.0,689.57,63.97,86.73,1.08,21,1.51,129.0,175,133.0,133,25,214,8.56,4.03,72.00
VT,0.75,4,607.09,606.23,2.349,18187,18187,0,100.0,606.23,63.15,80.66,0.20,8,0.84,120.0,175,133.0,133,22,195,8.86,4.03,41.00
VT,0.75,12,607.09,606.13,2.318,18184,18184,0,100.0,606.13,62.90,81.24,0.06,3,0.68,122.9,176,133.0,133,22,192,8.73,4.07,43.00
PT,0.95,1,768.98,775.47,2.234,23264,23264,0,100.0,775.47,109.65,286.40,37.15,198,37.13,114.9,171,225.1,354,30,207,6.90,3.90,54.00
PT,0.75,13,607.09,610.37,2.002,18311,18311,0,100.0,610.37,63.37,87.78,0.47,20,0.98,120.4,174,172.5,184,22,160,7.27,4.00,45.00
VT,0.75,2,607.09,609.40,2.245,18282,18282,0,100.0,609.40,61.77,78.93,0.15,11,0.00,112.1,170,133.0,133,22,184,8.36,3.87,80.00
VT,0.85,15,688.04,691.17,2.395,20735,20735,0,100.0,691.17,64.26,86.43,1.40,16,1.72,125.7,171,133.0,133,25,249,9.96,3.90,104.00
VT,0.30,14,242.84,241.33,1.599,7240,7240,0,100.0,241.33,63.37,70.61,0.00,0,0.39,114.1,172,133.0,133,8,61,7.63,3.93,75.00
VT,0.60,2,485.67,487.40,2.133,14622,14622,0,100.0,487.40,62.03,73.22,0.00,0,0.13,117.4,171,133.0,133,17,111,6.53,3.93,101.00
PT,0.30,9,242.84,242.97,1.470,7289,7289,0,100.0,242.97,61.13,69.78,0.00,0,0.00,119.8,175,148.4,156,9,47,5.22,4.03,6.00
PT,0.65,18,526.15,525.60,1.893,15768,15768,0,100.0,525.60,62.02,77.59,0.10,12,0.13,114.8,158,166.7,181,19,155,8.16,3.50,57.00
VT,0.30,5,242.84,242.33,1.618,7270,7270,0,100.0,242.33,63.59,69.11,0.00,0,0.44,118.2,175,133.0,133,8,48,6.00,4.03,88.00
PT,0.30,16,242.84,245.60,1.490,7368,7368,0,100.0,245.60,61.24,70.27,0.00,0,0.00,119.7,175,148.0,155,9,60,6.67,4.07,13.00
PT,1.05,10,849.93,850.13,2.141,25504,25504,0,100.0,850.13,2157.43,3733.37,1615.38,2806,1781.59,120.1,190,1822.7,2937,30,286,9.53,4.57,30.00
VT,0.95,15,768.98,774.93,2.674,23248,23248,0,100.0,774.93,87.74,160.33,18.59,77,20.12,121.3,176,133.0,133,31,227,7.32,4.07,42.00
VT,0.65,2,526.15,523.83,2.171,15715,15715,0,100.0,523.83,62.11,76.55,0.01,2,0.18,118.6,168,133.0,133,19,161,8.47,3.80,97.00
VT,0.75,1,607.09,603.77,2.339,18113,18113,0,100.0,603.77,63.16,80.46,0.15,7,0.84,115.4,169,133.0,133,23,216,9.39,3.83,56.00
VT,0.50,3,404.73,401.57,1.976,12047,12047,0,100.0,401.57,62.40,71.90,0.00,0,0.25,118.7,171,133.0,133,15,109,7.27,3.90,12.00
VT,0.95,3,768.98,769.03,2.640,23071,23071,0,100.0,769.03,84.52,163.30,16.16,92,17.50,117.1,186,133.0,133,29,249,8.59,4.40,76.00
VT,0.70,7,566.62,565.50,2.330,16965,16965,0,100.0,565.50,63.39,78.45,0.04,3,0.92,117.9,173,133.0,133,22,181,8.23,3.97,80.00
PT,0.65,8,526.15,526.47,1.901,15794,15794,0,100.0,526.47,61.90,76.64,0.01,2,0.07,100.4,139,167.2,179,19,123,6.47,2.83,62.00
VT,0.75,11,607.09,602.93,2.317,18088,18088,0,100.0,602.93,62.73,80.56,0.28,14,0.58,122.9,174,133.2,134,22,208,9.45,4.00,42.00
PT,0.75,12,607.09,611.60,2.010,18348,18348,0,100.0,611.60,62.84,87.02,0.26,13,0.66,116.0,167,176.8,189,22,172,7.82,3.77,82.00
VT,0.60,5,485.67,481.20,2.201,14436,14436,0,100.0,481.20,62.82,74.55,0.00,0,0.50,112.0,167,135.0,136,17,137,8.06,3.77,90.00
PT,0.65,20,526.15,522.90,1.907,15687,15687,0,100.0,522.90,62.29,78.65,0.10,5,0.27,114.8,177,167.2,188,19,142,7.47,4.10,36.00
VT,0.70,20,566.62,566.03,2.304,16981,16981,0,100.0,566.03,63.23,80.27,0.03,3,0.83,115.2,173,133.0,133,20,192,9.60,3.97,109.00
VT,0.85,9,688.04,687.60,2.444,20628,20628,0,100.0,687.60,65.31,96.26,1.59,28,2.43,119.1,171,133.0,133,25,245,9.80,3.90,88.00
PT,1.05,6,849.93,853.43,2.118,25603,25603,0,100.0,853.43,2012.26,3278.74,1533.16,2507,1664.61,126.3,201,1737.9,2667,30,248,8.27,4.90,144.00
VT,0.65,8,526.15,524.70,2.164,15741,15741,0,100.0,524.70,62.13,76.85,0.00,0,0.19,122.7,175,133.0,133,20,182,9.10,4.03,65.00
PT,0.65,10,526.15,527.20,1.955,15816,15816,0,100.0,527.20,63.07,109.63,0.93,93,0.69,107.3,154,167.6,209,19,154,8.11,3.33,47.00
VT,1.05,11,849.93,857.10,2.812,25713,25713,0,100.0,857.10,1953.00,2882.78,1528.55,2380,1620.98,126.9,187,133.0,133,31,277,8.94,4.43,100.00
VT,0.65,7,526.15,519.73,2.235,15592,15592,0,100.0,519.73,62.48,77.00,0.01,2,0.37,125.8,178,133.0,133,20,157,7.85,4.13,84.00
PT,0.50,10,404.73,410.70,1.769,12321,12321,0,100.0,410.70,61.23,75.33,0.00,0,0.00,118.2,175,158.0,166,15,107,7.13,4.03,34.00
PT,0.30,10,242.84,241.30,1.487,7239,7239,0,100.0,241.30,61.03,69.68,0.00,0,0.00,116.3,174,149.2,158,8,46,5.75,4.00,108.00
VT,0.65,11,526.15,524.13,2.197,15724,15724,0,100.0,524.13,62.23,77.28,0.00,0,0.24,120.4,175,133.0,133,19,163,8.58,4.07,30.00
VT,0.30,20,242.84,242.30,1.522,7269,7269,0,100.0,242.30,61.77,69.20,0.00,0,0.00,113.1,168,133.0,133,8,50,6.25,3.80,84.00
VT,0.60,4,485.67,485.27,2.169,14558,14558,0,100.0,485.27,62.39,73.36,0.00,0,0.30,116.6,172,133.0,133,17,141,8.29,3.97,98.00
PT,1.05,4,849.93,847.40,2.115,25422,25422,0,100.0,847.40,1783.17,3104.30,1340.99,2360,1458.72,123.0,194,1547.2,2543,29,259,8.93,4.67,120.00
VT,0.70,1,566.62,559.53,2.297,16786,16786,0,100.0,559.53,62.93,79.01,0.12,14,0.65,130.7,194,133.0,133,19,168,8.84,4.67,20.00
PT,1.05,20,849.93,857.03,2.044,25711,25711,0,100.0,857.03,2169.69,3647.58,1652.99,2753,1806.56,127.3,197,1868.8,2937,32,281,8.78,4.77,81.00
VT,0.30,19,242.84,243.83,1.527,7315,7315,0,100.0,243.83,62.09,69.37,0.00,0,0.08,117.7,177,133.0,133,10,50,5.00,4.10,54.00
PT,0.70,2,566.62,568.60,1.987,17058,17058,0,100.0,568.60,62.59,78.53,0.13,5,0.47,115.4,172,169.9,184,20,169,8.45,3.97,108.00
VT,0.95,8,768.98,754.40,2.590,22632,22632,0,100.0,754.40,74.50,153.38,8.89,65,9.60,116.3,169,133.0,133,29,249,8.59,3.83,36.00
PT,0.65,9,526.15,544.03,1.909,16321,16321,0,100.0,544.03,61.97,78.92,0.01,1,0.11,131.9,202,170.3,184,17,138,8.12,4.93,20.00
VT,0.95,19,768.98,775.27,2.625,23258,23258,0,100.0,775.27,89.01,158.49,21.78,82,21.12,118.3,178,133.0,133,30,263,8.77,4.13,63.00
VT,0.30,3,242.84,241.50,1.610,7245,7245,0,100.0,241.50,63.72,68.72,0.00,0,0.47,115.2,170,133.0,133,8,41,5.13,3.87,81.00
PT,0.50,4,404.73,407.80,1.770,12234,12234,0,100.0,407.80,61.30,75.49,0.00,0,0.00,117.4,172,159.3,169,14,118,8.43,3.93,111.00
VT,0.65,6,526.15,522.63,2.215,15679,15679,0,100.0,522.63,62.62,78.01,0.07,7,0.44,118.0,174,133.0,133,19,167,8.79,4.03,17.00
PT,0.65,17,526.15,525.47,1.951,15764,15764,0,100.0,525.47,62.20,76.47,0.00,0,0.23,107.3,149,165.1,180,19,112,5.89,3.17,56.00
VT,0.80,1,647.57,650.03,2.363,19501,19501,0,100.0,650.03,63.33,84.52,0.70,19,1.01,118.0,168,133.0,133,24,200,8.33,3.80,32.00
VT,0.70,17,566.62,570.13,2.297,17104,17104,0,100.0,570.13,63.19,80.46,0.01,2,0.81,111.6,163,133.0,133,21,202,9.62,3.63,17.00
VT,0.80,18,647.57,645.43,2.407,19363,19363,0,100.0,645.43,64.09,84.17,0.32,8,1.50,116.0,171,133.0,133,23,223,9.70,3.90,121.00
VT,0.30,4,242.84,241.57,1.573,7247,7247,0,100.0,241.57,62.49,69.03,0.00,0,0.17,118.2,176,133.0,133,8,37,4.63,4.07,84.00
PT,0.75,9,607.09,599.83,1.978,17995,17995,0,100.0,599.83,62.17,83.35,0.24,12,0.24,123.6,173,173.5,189,22,170,7.73,4.00,30.00
VT,0.60,18,485.67,489.30,2.099,14679,14679,0,100.0,489.30,61.22,72.42,0.01,1,0.00,119.2,174,133.0,133,17,113,6.65,4.00,102.00
VT,0.70,10,566.62,574.57,2.346,17237,17237,0,100.0,574.57,63.44,79.78,0.22,15,0.96,118.1,170,133.0,133,20,189,9.45,3.87,104.00
